20140901,973211411,1121867055
20140902,1065557799,1048471810
20140903,996550848,998207190
20140904,874634149,939173481
20140905,805889444,834056371
20140906,559946861,582517716
20140907,623372631,666986338
20140908,480000000,600000000
20140909,1065557799,1048471810
20140910,996550848,998207190
20140911,874634149,939173481
20140912,805889444,834056371
20140913,559946861,582517716
20140914,623372631,666986338
20140915,973211411,1121867055
20140916,1065557799,1048471810
20140917,996550848,998207190
20140918,874634149,939173481
20140919,805889444,834056371
20140920,559946861,582517716
20140921,623372631,666986338
20140922,973211411,1121867055
20140923,1065557799,1048471810
20140924,996550848,998207190
20140925,874634149,939173481
20140926,805889444,834056371
20140927,559946861,582517716
20140928,865500630,955642120
20140929,973211411,1121867055
20140930,900000000,900000000
