20140901,1257607659,1103766904
20140902,1021605904,1016978736
20140903,998567501,995125048
20140904,915766171,785230101
20140905,823917856,609876331
20140906,517304507,372350445
20140907,519329693,477253785
20140908,480000000,556289773
20140909,1021605904,996021958
20140910,998567501,978209586
20140911,915766171,920235637
20140912,823917856,785708676
20140913,570673037,557266687
20140914,588481886,613034366
20140915,1012770059,1095118640
20140916,1021605904,1020149590
20140917,998567501,1010139130
20140918,915766171,957729911
20140919,823917856,823658288
20140920,570673037,588000896
20140921,588481886,650567463
20140922,1012770059,1167961327
20140923,1021605904,1092653519
20140924,998567501,1085874802
20140925,915766171,1032746774
20140926,823917856,890569114
20140927,570673037,637276138
20140928,900000000,1000000000
20140929,911493053,1071112828
20140930,817284723,918380155
