20130701,235
20130702,253
20130703,267
20130704,263
20130705,226
20130706,155
20130707,164
20130708,241
20130709,239
20130710,238
20130711,279
20130712,184
20130713,191
20130714,194
20130715,307
20130716,270
20130717,297
20130718,282
20130719,250
20130720,180
20130721,213
20130722,297
20130723,254
20130724,251
20130725,247
20130726,194
20130727,198
20130728,205
20130729,292
20130730,277
20130731,290
20130801,334
20130802,276
20130803,232
20130804,223
20130805,347
20130806,309
20130807,287
20130808,315
20130809,278
20130810,205
20130811,227
20130812,324
20130813,311
20130814,291
20130815,345
20130816,281
20130817,249
20130818,251
20130819,361
20130820,329
20130821,308
20130822,309
20130823,291
20130824,209
20130825,263
20130826,328
20130827,300
20130828,310
20130829,301
20130830,316
20130831,277
20130901,297
20130902,373
20130903,372
20130904,344
20130905,367
20130906,310
20130907,280
20130908,287
20130909,383
20130910,443
20130911,409
20130912,355
20130913,355
20130914,253
20130915,302
20130916,398
20130917,395
20130918,369
20130919,209
20130920,231
20130921,243
20130922,348
20130923,402
20130924,348
20130925,410
20130926,369
20130927,351
20130928,284
20130929,325
20130930,354
20131001,182
20131002,156
20131003,144
20131004,180
20131005,186
20131006,219
20131007,300
20131008,448
20131009,466
20131010,518
20131011,454
20131012,394
20131013,380
20131014,554
20131015,616
20131016,646
20131017,634
20131018,568
20131019,450
20131020,479
20131021,650
20131022,633
20131023,564
20131024,577
20131025,517
20131026,401
20131027,415
20131028,652
20131029,642
20131030,730
20131031,703
20131101,701
20131102,529
20131103,547
20131104,709
20131105,1727
20131106,1812
20131107,1943
20131108,1715
20131109,1519
20131110,2201
20131111,1415
20131112,953
20131113,953
20131114,878
20131115,871
20131116,766
20131117,787
20131118,970
20131119,1002
20131120,1006
20131121,968
20131122,887
20131123,731
20131124,767
20131125,1036
20131126,1098
20131127,1008
20131128,1024
20131129,957
20131130,807
20131201,966
20131202,1150
20131203,1117
20131204,1115
20131205,1080
20131206,1021
20131207,823
20131208,843
20131209,1044
20131210,1271
20131211,1219
20131212,1297
20131213,1175
20131214,897
20131215,944
20131216,1293
20131217,1227
20131218,1199
20131219,1201
20131220,1190
20131221,970
20131222,989
20131223,1254
20131224,1203
20131225,1329
20131226,1304
20131227,1272
20131228,1106
20131229,1117
20131230,1468
20131231,1480
20140101,1293
20140102,1617
20140103,1477
20140104,1175
20140105,1294
20140106,1577
20140107,1535
20140108,1513
20140109,1479
20140110,1501
20140111,1332
20140112,1291
20140113,1685
20140114,1691
20140115,1633
20140116,1897
20140117,1607
20140118,1349
20140119,1307
20140120,1733
20140121,1714
20140122,1675
20140123,1643
20140124,1758
20140125,1529
20140126,1753
20140127,1989
20140128,2057
20140129,2013
20140130,999
20140131,694
20140201,655
20140202,625
20140203,609
20140204,608
20140205,707
20140206,981
20140207,1550
20140208,1423
20140209,1398
20140210,2113
20140211,2065
20140212,2059
20140213,1893
20140214,1728
20140215,1537
20140216,1627
20140217,2131
20140218,2138
20140219,2111
20140220,2106
20140221,1957
20140222,1652
20140223,1753
20140224,2260
20140225,2321
20140226,2242
20140227,2162
20140228,2177
20140301,1828
20140302,1778
20140303,2219
20140304,2234
20140305,2338
20140306,2187
20140307,1982
20140308,1695
20140309,1688
20140310,2373
20140311,2271
20140312,2253
20140313,2064
20140314,1998
20140315,1710
20140316,1602
20140317,2190
20140318,2097
20140319,2064
20140320,2039
20140321,1869
20140322,1635
20140323,1608
20140324,1997
20140325,2059
20140326,1987
20140327,1961
20140328,1917
20140329,1553
20140330,1568
20140331,2193
20140401,2323
20140402,2225
20140403,2075
20140404,1960
20140405,1462
20140406,1399
20140407,1670
20140408,2175
20140409,2189
20140410,2344
20140411,2054
20140412,1668
20140413,1658
20140414,2132
20140415,2432
20140416,2249
20140417,2053
20140418,1919
20140419,1616
20140420,1580
20140421,2006
20140422,1992
20140423,1969
20140424,1866
20140425,1890
20140426,1619
20140427,1493
20140428,1932
20140429,2059
20140430,2007
20140501,1583
20140502,1446
20140503,1511
20140504,2083
20140505,2396
20140506,2271
20140507,2111
20140508,2111
20140509,2022
20140510,1742
20140511,1729
20140512,2180
20140513,2153
20140514,2012
20140515,2373
20140516,2067
20140517,1583
20140518,1572
20140519,2056
20140520,2193
20140521,2114
20140522,1968
20140523,1864
20140524,1560
20140525,1572
20140526,1976
20140527,2022
20140528,1965
20140529,1944
20140530,1970
20140531,1591
20140601,1509
20140602,1583
20140603,2095
20140604,2201
20140605,2147
20140606,2017
20140607,1566
20140608,1641
20140609,2014
20140610,2412
20140611,2215
20140612,2030
20140613,1970
20140614,1774
20140615,1795
20140616,2391
20140617,2331
20140618,2228
20140619,2142
20140620,1960
20140621,1721
20140622,1691
20140623,2089
20140624,2109
20140625,2289
20140626,2148
20140627,2025
20140628,1695
20140629,1607
20140630,2337
20140701,2448
20140702,2279
20140703,2025
20140704,1961
20140705,1703
20140706,1692
20140707,2114
20140708,2128
20140709,1958
20140710,2287
20140711,2052
20140712,1585
20140713,1694
20140714,2256
20140715,2545
20140716,2430
20140717,1980
20140718,1921
20140719,1603
20140720,1549
20140721,1988
20140722,2081
20140723,1978
20140724,1913
20140725,1937
20140726,1609
20140727,1514
20140728,1961
20140729,1968
20140730,2002
20140731,2087
20140801,2094
20140802,1574
20140803,1602
20140804,2089
20140805,2291
20140806,2131
20140807,1941
20140808,2088
20140809,1569
20140810,1622
20140811,2150
20140812,2150
20140813,2037
20140814,1950
20140815,2229
20140816,1855
20140817,1662
20140818,2169
20140819,2063
20140820,2139
20140821,2041
20140822,1969
20140823,1588
20140824,1585
20140825,2102
20140826,2166
20140827,2055
20140828,2105
20140829,2182
20140830,1819
20140831,1787
