20140901,318244246,365301311
20140902,287007191,331978625
20140903,299423428,328908706
20140904,267382524,293206340
20140905,244908874,265084545
20140906,174815908,211360563
20140907,180655932,201313846
20140908,318244246,365301311
20140909,287007191,331978625
20140910,299423428,328908706
20140911,267382524,293206340
20140912,244908874,265084545
20140913,174815908,211360563
20140914,180655932,201313846
20140915,318244246,365301311
20140916,287007191,331978625
20140917,299423428,328908706
20140918,267382524,293206340
20140919,244908874,265084545
20140920,174815908,211360563
20140921,180655932,201313846
20140922,318244246,365301311
20140923,287007191,331978625
20140924,299423428,328908706
20140925,267382524,293206340
20140926,244908874,265084545
20140927,174815908,211360563
20140928,180655932,201313846
20140929,318244246,365301311
20140930,287007191,331978625
