20140401,80198907
20140402,273607876
20140403,149830817
20140404,103015669
20140405,28639966
20140406,66525807
20140407,174143142
20140408,307556473
20140409,328970353
20140410,139615110
20140411,139953547
20140412,112160643
20140413,309053141
20140414,343170086
20140415,173575029
20140416,214093955
20140417,231660309
20140418,97509736
20140419,87652605
20140420,150307165
20140421,135429795
20140422,198873584
20140423,283482759
20140424,161276160
20140425,306568891
20140426,31288479
20140427,94159159
20140428,471286112
20140429,236234668
20140430,160214629
20140501,77170276
20140502,59875107
20140503,124674017
20140504,228445715
20140505,121387947
20140506,166531544
20140507,182604814
20140508,104984795
20140509,135273250
20140510,60188077
20140511,175984585
20140512,217208948
20140513,100036916
20140514,128586567
20140515,246299273
20140516,75293535
20140517,87001530
20140518,47314489
20140519,270425092
20140520,209130062
20140521,179521475
20140522,185584369
20140523,177041422
20140524,132198949
20140525,57936240
20140526,330904043
20140527,174051584
20140528,298493887
20140529,63687282
20140530,65530554
20140531,34713791
20140601,31612733
20140602,39283769
20140603,247845048
20140604,234406872
20140605,102857143
20140606,192464725
20140607,83560379
20140608,347140108
20140609,287884380
20140610,186596379
20140611,309291317
20140612,202144726
20140613,141768652
20140614,80773262
20140615,79400372
20140616,484070625
20140617,364425179
20140618,598294868
20140619,140993367
20140620,167978834
20140621,23960306
20140622,124086843
20140623,394312715
20140624,424133665
20140625,269652408
20140626,353853854
20140627,147884798
20140628,155894568
20140629,222010522
20140630,561025610
20140701,288207179
20140702,216198763
20140703,215158555
20140704,255048622
20140705,228102001
20140706,96130626
20140707,346088561
20140708,213965298
20140709,229512005
20140710,130381492
20140711,151492428
20140712,235912985
20140713,52182919
20140714,114483892
20140715,157771536
20140716,143938933
20140717,396322782
20140718,139494068
20140719,89596316
20140720,114125731
20140721,410612528
20140722,220371976
20140723,59706535
20140724,278532231
20140725,154712515
20140726,76128273
20140727,106378682
20140728,189547103
20140729,216300566
20140730,29653689
20140731,201941210
20140801,107137276
20140802,51842771
20140803,62880370
20140804,103086350
20140805,152546766
20140806,134141033
20140807,119048227
20140808,232870360
20140809,26540035
20140810,27618731
20140811,196791734
20140812,194665101
20140813,148436985
20140814,147928080
20140815,118698260
20140816,59363102
20140817,181571114
20140818,108358971
20140819,109374466
20140820,97130653
20140821,167211772
20140822,94098288
20140823,52783582
20140824,61105979
20140825,230821019
20140826,372995185
20140827,252568656
20140828,342695281
20140829,195045117
20140830,19973308
20140831,60808383
