20140901,291410803,324057186
20140902,281206847,290779423
20140903,259316805,297740986
20140904,246163078,287071899
20140905,230699604,252327343
20140906,136453580,160040198
20140907,153727622,196279591
20140908,215885501,271961830
20140909,275627951,290940653
20140910,254672526,297900388
20140911,245166928,287229494
20140912,227939008,252483152
20140913,155262880,177976485
20140914,159327964,196431888
20140915,281459852,334964222
20140916,275733778,291089517
20140917,254775738,298047564
20140918,245267589,287375002
20140919,228037182,252627011
20140920,155358628,178118713
20140921,159421345,196572504
20140922,281550926,335103243
20140923,275822601,291226962
20140924,254862366,298183452
20140925,245352077,287509349
20140926,228119582,252759835
20140927,155438992,178250032
20140928,199274757,230964747
20140929,281627367,335231602
20140930,275897154,291353866
