20140901,306454851,363968059
20140902,294539328,310823971
20140903,281487185,293583339
20140904,270848323,286301800
20140905,240034222,246524098
20140906,161353048,173901690
20140907,173593939,194044573
20140908,306443908,363968059
20140909,294528946,310823971
20140910,281477336,293583339
20140911,270838979,286301800
20140912,240025357,246524098
20140913,161344638,173901690
20140914,173585960,194044573
20140915,306436339,363968059
20140916,294521765,310823971
20140917,281470524,293583339
20140918,270832516,286301800
20140919,240019226,246524098
20140920,161338821,173901690
20140921,173580442,194044573
20140922,306431103,363968059
20140923,294516798,310823971
20140924,281465812,293583339
20140925,270828046,286301800
20140926,240014985,246524098
20140927,161334798,173901690
20140928,173576625,194044573
20140929,306427482,363968059
20140930,294513363,310823971
