20140901,428660817,368714945
20140902,283735494,309038720
20140903,256572236,302585622
20140904,249866598,287919167
20140905,211510385,236546528
20140906,141478791,176447394
20140907,147307423,183118688
20140908,141187220,231651454
20140909,283735494,309038720
20140910,256572236,302585622
20140911,249866598,287919167
20140912,211510385,236546528
20140913,141478791,176447394
20140914,147307423,183118688
20140915,297481879,368714945
20140916,283735494,309038720
20140917,256572236,302585622
20140918,249866598,287919167
20140919,211510385,236546528
20140920,141478791,176447394
20140921,147307423,183118688
20140922,297481879,368714945
20140923,283735494,309038720
20140924,256572236,302585622
20140925,249866598,287919167
20140926,211510385,236546528
20140927,141478791,176447394
20140928,147307423,285821307
20140929,297481879,368714945
20140930,283735494,309038720
