20140901,286096695,351188604
20140902,285193328,300981957
20140903,259931993,303979616
20140904,246241561,291662340
20140905,230552146,259702232
20140906,166143094,168050489
20140907,164895579,208809427
20140908,286096695,351188604
20140909,285193328,300981957
20140910,259931993,303979616
20140911,246241561,291662340
20140912,230552146,259702232
20140913,166143094,168050489
20140914,164895579,208809427
20140915,286096695,351188604
20140916,285193328,300981957
20140917,259931993,303979616
20140918,246241561,291662340
20140919,230552146,259702232
20140920,166143094,168050489
20140921,164895579,208809427
20140922,286096695,351188604
20140923,285193328,300981957
20140924,259931993,303979616
20140925,246241561,291662340
20140926,230552146,259702232
20140927,166143094,168050489
20140928,164895579,208809427
20140929,286096695,351188604
20140930,285193328,300981957
