20140901,310673442,343020991
20140902,294583870,306055102
20140903,273172946,325424265
20140904,263080399,297686755
20140905,248957562,261152058
20140906,153570769,173444326
20140907,170454321,225299167
20140908,255484355,293304347
20140909,285603696,314041139
20140910,266004645,328461648
20140911,259012477,312035175
20140912,246751814,284393307
20140913,173394503,205254282
20140914,175884078,223334906
20140915,307916615,363329762
20140916,290294250,319891275
20140917,270479073,334147492
20140918,263333061,317586717
20140919,250961984,289834410
20140920,177524567,210603974
20140921,179955204,228608400
20140922,311943609,368539257
20140923,294287486,325046587
20140924,274445841,339256549
20140925,267278499,322655953
20140926,254889732,294869072
20140927,181437223,215608366
20140928,251331501,272403884
20140929,315831175,373493167
20140930,298164193,329979204
