20140901,309415770,340403566
20140902,302376871,298060502
20140903,282858123,302826185
20140904,259759770,304206390
20140905,227343926,241881669
20140906,134046375,171358407
20140907,150054747,187355906
20140908,308944370,340380069
20140909,301914899,298037475
20140910,282405391,302803619
20140911,259316092,304184275
20140912,226909121,241859996
20140913,133620267,171337167
20140914,149637162,187335091
20140915,308535136,340359671
20140916,301513850,298017485
20140917,282012363,302784028
20140918,258930925,304165076
20140919,226531657,241841181
20140920,133250352,171318729
20140921,149274645,187317022
20140922,308179870,340341962
20140923,301165689,298000131
20140924,281671165,302767021
20140925,258596551,304148409
20140926,226203970,241824848
20140927,132929219,171302722
20140928,148959935,187301335
20140929,307871454,340326589
20140930,300863441,297985065
