20130701,26509508,2321717
20130702,52130687,2681963
20130703,39982848,9038953
20130704,60468736,6646444
20130705,23859238,2117281
20130706,20244142,8648336
20130707,9831188,1268446
20130708,35764234,1815172
20130709,21630479,24373253
20130710,34126557,5973978
20130711,44507540,4000184
20130712,29141330,9293294
20130713,11968756,3890869
20130714,29684832,12307389
20130715,37845088,8169411
20130716,25387009,15801046
20130717,42449325,4970781
20130718,46452499,2346965
20130719,56279593,5543456
20130720,13801674,7149004
20130721,44940953,2935743
20130722,32316480,8111484
20130723,37601767,16746290
20130724,40348525,21143005
20130725,33687290,16766622
20130726,48395243,15651569
20130727,20747144,13397118
20130728,20172606,12705727
20130729,46630999,28746777
20130730,70307561,9561493
20130731,46396153,11207737
20130801,67690361,20168155
20130802,55384647,5584206
20130803,17261077,7346249
20130804,29917541,4781931
20130805,73709108,13202720
20130806,56407830,33036327
20130807,79529755,39516068
20130808,41391482,31544614
20130809,38215935,26062094
20130810,35365344,36815744
20130811,23790101,6540598
20130812,52650030,28334769
20130813,58007141,22654440
20130814,41583275,14270788
20130815,47943111,17567040
20130816,41337982,16221546
20130817,24666873,12863734
20130818,30194904,20833397
20130819,62317589,35439558
20130820,57333786,12249022
20130821,60466736,19382190
20130822,32685782,21299264
20130823,55170377,29391571
20130824,25448732,12537502
20130825,28160654,16028560
20130826,44749979,17227325
20130827,60804853,34605976
20130828,37386461,24304711
20130829,35269763,26300136
20130830,41475294,7182484
20130831,39251486,13257291
20130901,39506411,25324953
20130902,94612518,24850870
20130903,67903307,22627491
20130904,122510475,20591254
20130905,59398222,22995423
20130906,91832679,14206251
20130907,48069060,15760191
20130908,39619799,19034816
20130909,78179570,59620723
20130910,73587891,15101122
20130911,40508606,54449494
20130912,62888268,13757396
20130913,46579891,20879008
20130914,22730923,21812715
20130915,62317467,26306983
20130916,81397322,39477223
20130917,73746462,30249180
20130918,36151783,30113121
20130919,19825733,10695105
20130920,21108577,28424647
20130921,23894027,16431868
20130922,47636146,26627809
20130923,90132251,35920478
20130924,106727442,38529757
20130925,47756542,30779085
20130926,55948521,44343874
20130927,66920584,42193665
20130928,47110168,36917134
20130929,48297613,28581057
20130930,50430343,42442638
20131001,20548229,7458472
20131002,27399488,11126508
20131003,15869666,8643981
20131004,10229279,17897483
20131005,25293448,26084536
20131006,25869476,10560860
20131007,29685887,47083934
20131008,104468892,57542529
20131009,77586756,47600584
20131010,71339760,18637433
20131011,99417561,48949452
20131012,55102595,24550668
20131013,69449709,33887316
20131014,120365083,60159365
20131015,101922121,82538652
20131016,104826172,32761084
20131017,104053662,44399812
20131018,39612975,61937263
20131019,70411176,27243633
20131020,32243965,26163911
20131021,95524850,74915882
20131022,88754620,36156146
20131023,124726327,71815090
20131024,94188171,65653887
20131025,73477630,57177244
20131026,56373560,34549447
20131027,43939248,29130716
20131028,136005128,67388064
20131029,158247091,55616862
20131030,113971771,54036178
20131031,106446666,60792136
20131101,113908445,63858757
20131102,87311404,49216471
20131103,116285957,49274635
20131104,108112853,59440726
20131105,146410579,70221012
